0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
29.7937,29.7267,29.7800,29.4359,41.8690,29.6842,24.5370,76.8952,77.7486,-5.4945,21.1188,36.5768,0.8200,30.8800,31.0000,30.7600,31.0000,24.7646,11083900,0.0000,1.0000
43.1955,43.0583,43.0895,26.7785,171.9465,43.0042,29.5360,33.1122,59.3483,-21.4286,30.8979,12.9338,-0.1400,30.0200,30.8800,30.0100,30.7799,23.4297,77539600,0.0000,1.0000
68.5149,68.4017,68.2314,50.1556,28.0437,68.3700,43.2714,53.1688,47.6410,-46.7128,29.5084,44.5911,0.0500,27.7500,27.9500,27.5000,27.8700,21.1462,47061000,0.0000,1.0000
70.7112,70.8117,70.5390,25.1494,56.2429,70.6083,67.8373,46.2448,43.2149,-94.8333,21.0998,53.9604,-1.9100,31.0000,31.1800,30.8900,31.1700,24.9004,25384000,0.0000,1.0000
56.0328,55.9983,56.3200,24.7842,90.6946,56.1492,73.7237,27.0285,38.7726,-70.6093,60.8568,18.9054,-2.6800,26.3400,26.5100,26.2000,26.2500,21.8095,52741600,0.0000,1.0000
30.4966,30.3967,30.5743,29.8673,29.6273,30.4108,55.6377,15.9718,63.3424,-0.0000,41.3215,32.7502,0.9500,24.8000,25.4200,24.6700,25.3900,16.6679,69658600,0.0000,1.0000
29.8117,29.7033,29.7876,43.0452,26.9233,29.6850,30.2393,50.6201,81.2095,-5.8882,17.0767,41.6636,0.8100,28.7600,29.4800,28.7200,29.3900,24.9276,39085000,0.0000,1.0000
27.8289,27.8950,27.8210,67.9767,50.1078,27.8658,29.7197,25.7334,58.7054,-45.9770,30.2848,28.9936,0.1600,45.4000,45.4400,45.0400,45.1700,40.8966,16898100,0.0000,1.0000
30.6404,30.5717,30.7467,70.1004,25.1703,30.6108,27.9674,30.8800,47.0494,-0.7246,24.9297,19.9277,-0.7700,19.8200,21.2000,19.5000,20.9100,16.4357,168478500,0.0000,1.0000
25.6559,25.3133,25.5600,56.7320,24.9493,25.1617,30.4799,34.1961,83.2695,-11.5556,26.1781,60.4172,1.0500,25.8300,26.0900,25.8100,26.0700,19.3195,54978000,0.0000,1.0000
24.7497,24.5500,24.7757,30.7899,29.8954,24.6433,25.8617,63.1369,63.3965,-1.6484,33.0392,42.9038,0.3600,46.8800,48.5600,45.8800,46.8800,15.3378,33470800,0.0000,1.0000
29.5316,29.7383,29.4400,29.8683,43.1161,29.7733,24.4463,108.0612,52.8069,-60.6481,32.7341,22.9756,0.3600,64.2600,65.0850,64.2500,64.9900,62.8704,21510907,0.0000,1.0000
45.0365,45.1400,45.2100,27.8130,67.7178,45.1267,29.5053,42.6902,19.1616,-37.9747,30.2592,33.2441,-1.8300,31.9100,32.7400,31.7200,32.6000,24.9824,103642200,0.0000,1.0000
19.1962,19.1108,19.1331,30.9527,70.5904,18.9312,44.9592,170.9042,72.1782,-10.6227,25.8384,27.2486,0.8200,65.3300,65.7100,65.1600,65.3900,63.2573,15155611,0.0000,1.0000
25.7269,25.7817,25.7729,25.8266,56.7814,25.7625,18.6825,18.6654,67.3650,-3.3898,36.5933,30.3169,0.6600,25.7100,25.7900,25.5500,25.5500,18.9342,39668000,0.0000,1.0000
46.5053,45.2717,44.7781,24.8843,30.8846,44.2450,25.6658,41.9261,69.0482,-32.1981,19.5460,29.3778,0.0800,66.0000,66.7500,65.0000,66.3100,21.6947,40231600,0.0000,1.0000
64.2140,64.2050,64.1843,29.0948,29.9401,64.1692,47.1687,171.7121,41.5705,-6.4846,24.0261,26.1791,-4.1700,110.0000,112.0000,109.7500,111.0000,18.1580,10922500,0.0000,1.0000
32.6358,32.9317,32.7081,45.4551,27.7505,33.0658,64.3633,28.2023,50.8306,-73.1707,34.0466,33.2632,0.1800,31.0000,31.2750,30.8600,31.1100,24.9664,63649300,0.0000,1.0000
65.3586,65.3817,65.3052,19.3080,31.0338,65.3625,32.7351,55.8718,36.8832,-46.5347,54.1541,33.9489,0.4300,72.0900,73.1300,71.7500,72.7900,70.8116,21446993,0.0000,1.0000
25.5827,25.5767,25.7067,25.8427,26.0925,25.6150,65.2227,93.0127,47.7150,-55.5556,23.6298,28.3308,-0.5200,79.8700,79.8700,78.2500,78.5000,25.6830,17412200,0.0000,1.0000
64.4855,63.8450,64.2100,43.8205,24.9943,63.4717,25.6025,28.9658,62.3578,-6.9074,19.5187,20.7884,1.0700,27.9700,28.0500,27.3700,27.3700,23.7600,48011800,0.0000,1.0000
107.8077,108.4550,108.5329,64.1702,28.8492,108.0850,64.5300,26.2028,58.3277,-15.0830,41.4966,27.4711,2.8700,26.8300,27.2400,26.8000,27.2300,22.2043,41666800,0.0000,1.0000
30.9956,31.0800,31.0933,32.3070,45.4737,31.1300,105.8676,50.8749,77.4415,-50.5376,32.5716,25.7788,4.7500,31.0600,33.2500,30.2500,30.4498,23.3346,291138900,0.0000,1.0000
72.5470,72.5217,72.4243,65.2538,19.3834,72.4717,30.9864,25.2579,62.4399,-31.8987,26.6603,46.4800,0.2100,27.0400,27.0800,26.8700,26.9700,20.0454,36774600,0.0000,1.0000
78.7774,78.8533,78.9481,25.8440,25.8202,78.5358,72.9577,24.3096,38.4000,-47.2303,24.5012,25.6239,-1.2100,27.2500,27.4000,26.7100,26.7200,20.2737,75169500,0.0000,1.0000
27.8653,27.9067,27.8748,64.4682,44.4477,27.8950,77.9432,29.7492,66.0615,-85.5670,44.3399,19.6949,2.3700,33.9200,34.2800,33.9000,34.2690,29.9532,33174400,0.0000,1.0000
26.5820,26.5767,26.7895,110.0128,64.1698,26.6883,27.8641,43.0414,57.5105,-0.5952,30.1665,39.5371,0.0500,24.4900,24.6500,24.1800,24.2200,19.9967,51487800,0.0000,1.0000
32.1856,32.7167,32.1733,31.1801,32.2378,32.6708,26.5909,68.9576,68.8548,-95.7937,74.2013,32.6907,1.7800,25.3100,25.4400,25.2400,25.3600,18.7934,44243300,0.0000,1.0000
26.9220,26.8767,26.9071,72.2857,65.1740,26.8592,32.6771,69.7309,30.3425,-42.5532,33.6753,39.4615,-1.2900,41.2500,41.3900,39.6400,39.8700,35.6296,51409600,0.0000,1.0000
27.4866,27.5217,27.4076,79.7545,25.9286,27.5292,27.0445,55.9772,62.8894,-91.0448,31.1789,28.0383,0.1500,19.6850,19.6900,19.0000,19.2000,15.0916,61398500,0.0000,1.0000
34.2065,34.4833,34.4152,27.8911,65.2522,34.6367,27.9709,30.3446,26.2190,-73.1148,36.4727,34.6760,-0.2400,24.0800,24.2800,24.0600,24.2500,18.2073,51705800,0.0000,1.0000
24.6589,24.6067,24.6971,26.9786,109.3923,24.6883,34.4856,29.6984,50.2394,-93.6170,27.6022,33.9465,0.2800,25.4800,25.7900,25.4200,25.5400,16.8587,55149600,0.0000,1.0000
25.4185,25.4067,25.3929,31.6291,31.0910,25.4275,24.8817,27.9711,41.4206,-79.6610,54.7772,77.3120,0.2900,25.8400,26.1200,25.6600,25.8000,20.7992,67496900,0.0000,1.0000
40.9659,40.8917,41.1338,26.9394,72.1589,41.0208,25.5341,30.5106,36.0221,-88.6139,29.2922,40.2870,-0.0700,27.4600,27.6700,27.4200,27.5400,20.7530,37219600,0.0000,1.0000
19.3449,19.4392,19.4238,27.1948,79.4352,19.3987,40.2867,25.2036,70.0481,-48.5075,26.0542,33.8978,1.5100,61.2400,63.5000,60.8700,63.3000,20.7100,37232100,0.0000,1.0000
24.0169,24.1450,24.1886,34.4021,27.8696,24.1417,18.6062,24.5374,67.2991,-21.8750,67.9827,46.5612,0.7150,67.4000,68.1300,67.1400,67.7100,65.8697,24789790,0.0000,1.0000
25.8308,25.8150,25.7862,24.6742,27.1221,25.8625,24.1198,29.9320,61.2535,-84.4156,43.6461,29.8436,0.6450,25.2400,25.4900,25.2000,25.2300,18.6386,96419200,0.0000,1.0000
26.3344,26.1550,25.9948,25.3339,31.4171,26.1058,26.0174,45.0459,32.5930,-51.3725,28.8059,53.6811,-0.5510,67.1400,69.5900,67.1000,69.4100,22.7090,32054200,0.0000,1.0000
27.5904,27.6700,27.6629,41.4027,26.9619,27.7292,26.4317,19.1304,24.9240,-77.0270,13.0189,38.2174,-1.8100,24.6400,25.1500,24.6300,24.9900,18.4613,47732800,0.0000,1.0000
59.6574,59.1967,59.5790,19.5517,27.2028,59.0858,27.4504,25.7858,50.2864,-3.5651,46.6148,24.8356,0.0900,71.1200,72.3700,68.0000,69.4400,22.7188,103074700,0.0000,1.0000
68.2440,68.2717,68.1795,24.3438,34.2191,68.3225,60.3359,45.5391,67.6999,-75.2174,27.6179,57.4587,3.1900,25.5800,25.7300,25.1000,25.2150,16.6442,73756900,0.0000,1.0000
25.6748,25.7453,25.6239,25.6554,24.7464,25.7726,68.4976,64.2233,33.1253,-96.7391,45.7167,47.8018,-1.5900,25.2200,25.2700,24.8500,24.8500,18.4698,61566100,0.0000,1.0000
68.6360,68.8467,68.1290,25.5906,25.3132,68.5358,25.5459,32.6479,10.4053,-45.9459,37.7049,37.6570,-0.7900,27.2100,27.3600,27.0400,27.2700,18.0535,62055100,0.0000,1.0000
24.8083,24.8083,24.8400,27.6728,41.3894,24.8767,69.3886,65.5263,29.5860,-36.6972,78.0243,15.8263,-3.8800,29.7800,30.0800,29.6800,29.7900,23.7980,38082700,0.0000,1.0000
69.2839,69.6133,69.8676,59.9039,19.5113,69.4733,24.7984,25.4138,43.5087,-67.0481,39.0654,48.5893,-0.0700,28.8100,29.6100,28.8000,29.0800,22.2140,104459800,0.0000,1.0000
25.5556,25.6115,25.5698,67.9882,24.3655,25.5989,66.5276,63.1025,74.7202,-84.6667,30.5863,32.7047,2.1200,51.4300,51.9300,51.0300,51.6700,16.9049,43579500,0.0000,1.0000
24.9808,25.0017,25.0262,25.4409,25.6114,24.9658,25.3508,109.4584,53.9631,-63.1579,28.8464,43.5883,-0.1800,29.2400,29.6600,29.1000,29.3200,23.4225,63373000,0.0000,1.0000
27.2643,27.2767,27.2481,67.4270,25.5960,27.2692,24.8756,31.1842,69.2758,-67.1429,59.9776,33.4502,0.6600,60.4800,60.7800,59.1500,59.2300,19.3784,23876200,0.0000,1.0000
29.7776,29.7067,29.8181,24.8215,27.5868,29.7742,27.3256,72.7490,42.8059,-42.3358,38.1838,68.9249,-0.2200,28.8200,28.8900,28.4700,28.5600,18.9075,94988500,0.0000,1.0000
28.7376,28.7250,28.7181,71.0635,60.4257,28.7042,29.5163,79.6808,54.5475,-39.5522,26.4344,42.5756,0.6700,51.4300,53.2600,51.4300,53.2000,17.4055,55433300,0.0000,1.0000
51.0147,51.6550,51.7957,25.5899,67.7895,51.8375,28.7039,27.9180,54.9340,-48.5714,50.4622,31.7217,-0.1200,25.6900,25.9000,25.6500,25.6900,19.0379,45174600,0.0000,1.0000
30.1232,30.4150,30.1376,25.1045,25.3453,30.5067,50.9337,26.2875,65.5659,-80.0000,24.0023,36.1635,3.1800,25.9700,26.1000,25.2300,25.6800,21.2021,112071700,0.0000,1.0000
61.1013,61.3433,60.9652,27.2207,66.9546,61.2092,30.5387,32.4543,22.9727,-97.9221,41.1927,47.0281,-1.0700,29.9500,29.9900,29.7500,29.9100,23.8939,37341400,0.0000,1.0000
28.3785,28.2782,28.3980,29.8765,24.7950,28.2549,61.9460,26.8805,38.8179,-30.2475,18.8392,31.4545,-0.5200,57.2700,57.7500,56.8500,56.9300,54.3823,20937104,0.0000,1.0000
51.1334,51.6833,51.7314,28.7404,70.7481,51.9125,28.1254,27.4360,68.5711,-1.8692,28.8744,28.6149,0.6300,72.8500,72.8500,71.5100,72.1200,23.5956,23672800,0.0000,1.0000
25.8599,25.9133,25.9324,52.4097,25.5332,25.9883,50.9376,34.4906,65.5659,-84.9462,27.8446,54.1532,0.1700,65.8100,65.9400,65.1900,65.5500,63.4121,20400871,0.0000,1.0000
26.6981,26.8900,26.6319,29.7926,25.1753,26.9167,25.7769,24.4756,48.6442,-81.8548,54.8124,28.8918,-0.3500,41.4000,42.0600,41.3900,41.7600,38.3203,30276692,0.0000,1.0000
29.7609,29.8233,29.8576,60.6283,27.2025,29.8400,26.6822,25.4412,22.5410,-32.3944,35.4034,43.6512,-1.3200,23.4400,23.4500,22.9000,23.1100,18.2812,80950000,0.0000,1.0000
56.9793,56.6567,56.8829,28.5595,29.8857,56.5958,29.5939,41.0262,71.1099,-38.3178,30.4485,21.0688,0.3400,107.8000,108.0500,106.8200,108.0400,107.1506,18659599,0.0000,1.0000
72.2412,72.1450,72.6105,52.2145,28.7255,72.2792,57.1518,19.4623,54.4137,-41.2658,37.5095,36.0738,0.4800,72.5100,72.5200,71.5000,71.9500,69.9945,23982410,0.0000,1.0000
65.4057,65.2650,65.4619,25.9681,52.3240,65.2733,71.1539,23.9631,63.3639,-34.7826,57.3078,26.4171,3.2500,47.3900,47.9300,47.2700,47.5800,43.9454,25047919,0.0000,1.0000
41.3409,41.2817,41.4043,26.3537,29.5715,41.3625,64.8592,25.8654,68.6560,-15.9574,37.7800,46.3007,0.4500,66.3600,66.6100,64.9500,65.7500,21.5115,29624500,0.0000,1.0000
23.9885,24.2917,24.1024,30.0007,60.4009,24.4325,40.9590,26.2886,51.2236,-89.6907,41.4075,30.5771,0.7400,64.6200,66.2500,60.6900,62.1300,20.3272,92585200,0.0000,1.0000
107.0264,107.1817,106.7595,57.0187,28.6381,106.7267,24.4526,27.7387,38.3946,-39.4834,51.5881,26.9394,-0.9600,27.5300,28.1900,27.5250,28.1050,23.5253,99455500,0.0000,1.0000
71.7814,71.6825,72.1174,73.1434,51.9292,71.8092,106.2134,58.8111,56.8029,-27.3335,29.7064,33.0723,-2.9400,25.2200,25.2800,24.6800,24.7900,20.3346,100725400,0.0000,1.0000
47.7371,48.0033,47.8533,65.6841,25.8850,48.1092,71.8497,68.5444,84.2220,-76.8116,33.4302,49.4795,1.9800,70.5400,70.5900,69.7100,70.2600,68.3504,22222851,0.0000,1.0000
65.9304,66.0883,66.4629,41.4180,26.0988,66.4492,47.5886,25.8187,46.6405,-55.2239,22.4142,41.0600,0.5400,34.0300,34.3800,34.0000,34.0000,26.0553,61606200,0.0000,1.0000
58.6995,56.5633,58.7705,23.9464,29.9354,55.7258,66.3769,69.5070,64.8335,-23.1331,23.0873,36.0736,1.9000,26.5600,26.6700,26.0400,26.3700,21.2587,47995500,0.0000,1.0000
26.8866,26.7050,26.9981,106.9113,57.2230,26.6958,56.3318,24.8345,74.9692,-3.6481,40.5448,55.8082,10.7400,32.9300,33.0800,32.6000,32.7200,28.4044,54330900,0.0000,1.0000
25.4377,25.4383,25.3314,72.7020,73.3461,25.4275,26.8319,70.2600,89.6263,-91.5385,29.8895,32.1277,1.4200,18.0200,18.1500,17.1600,17.2100,13.5274,70803400,0.0000,1.0000
70.4202,70.1783,70.3714,47.7226,65.7896,70.3042,25.5103,25.6899,24.5412,-31.9347,49.2846,27.3588,-0.5500,34.7500,34.9900,34.3300,34.3600,30.0327,31055400,0.0000,1.0000
34.3179,34.1750,34.1676,67.0371,41.5396,34.1542,71.0726,24.8683,51.4442,-52.2059,17.6806,20.8757,-0.3700,54.8400,55.4800,54.2000,54.2200,17.7392,39885800,0.0000,1.0000
26.0430,25.8017,26.0714,61.3003,23.6968,25.7950,34.3585,27.2949,38.2945,-15.7895,44.8990,31.4201,-0.5200,51.8800,52.4400,50.2500,50.4400,16.5025,40638300,0.0000,1.0000
31.9523,31.9200,32.2533,27.3537,106.5583,31.9325,25.9990,29.7442,65.9939,-15.5378,50.9125,39.6378,1.3400,27.0300,27.2501,27.0100,27.1900,20.2677,41418000,0.0000,1.0000
18.2473,18.3408,18.1402,25.1412,72.8203,18.2771,32.1946,28.7874,91.4478,-97.8355,44.1790,40.9527,2.2400,43.6800,44.1800,43.5200,44.0800,39.6647,22889500,0.0000,1.0000
34.3856,34.1317,34.3781,70.3859,47.5235,34.2108,18.4051,51.1938,39.6148,-26.0331,64.9728,44.6402,-0.9500,64.7000,66.4400,63.6500,65.7900,21.5246,28876400,0.0000,1.0000
52.7812,52.2833,52.9110,34.0281,66.8519,52.1625,34.3236,30.4390,59.2305,-26.3514,29.8925,22.8777,1.0900,91.8100,93.1200,90.1200,92.5600,30.2830,23441400,0.0000,1.0000
53.9275,53.9183,53.5795,26.2862,63.5141,54.2825,52.3129,61.5110,66.8103,-88.0759,48.3670,43.9581,4.4100,25.9500,26.0900,25.6100,25.6600,16.9379,85121700,0.0000,1.0000
26.9642,26.9583,27.0076,32.8228,27.5336,26.9375,54.8314,28.2689,23.2288,-22.2222,34.4006,51.9507,-3.7500,27.8800,28.3500,27.5100,27.8100,21.2439,81447400,0.0000,1.0000
43.3022,43.1317,43.2586,17.9887,25.1361,43.1375,26.7580,51.7463,56.6767,-5.0761,68.4234,29.1696,0.1000,55.3700,55.5500,54.1100,54.2400,17.7458,32283000,0.0000,1.0000
63.6902,63.7133,64.1743,34.4802,70.4473,63.8900,43.2826,26.0119,59.3595,-13.8593,39.6794,61.4672,0.3700,72.1200,73.7300,72.0800,73.6800,24.1060,33480000,0.0000,1.0000
91.7697,92.6317,93.1362,53.5901,34.0503,93.5950,63.9475,27.1308,77.8949,-40.9237,33.6139,35.5345,2.7700,25.9200,25.9800,25.6300,25.8400,19.4720,42711200,0.0000,1.0000
25.7287,25.6933,25.7667,52.4489,26.5551,25.6792,92.1031,29.9130,60.1501,-59.1398,33.0014,44.2350,7.5000,68.9900,69.5600,68.9200,69.3100,67.0495,17842038,0.0000,1.0000
28.5553,28.7117,28.4438,27.0924,32.9593,28.7275,25.5494,56.6157,61.6664,-88.4170,55.4939,46.3578,0.6200,37.9400,38.3500,37.8600,37.9800,33.9406,38021300,0.0000,1.0000
54.2678,53.8233,54.3338,43.3108,17.8374,53.7817,28.7182,71.8844,19.5891,-37.2632,24.3638,56.8709,-1.8400,62.7500,64.0000,61.5600,61.8100,20.2225,42828700,0.0000,1.0000
71.3168,70.9017,71.4548,64.8534,34.6576,70.8767,54.6029,65.2373,71.7913,-0.9381,26.8649,28.2752,2.3600,53.5400,53.9800,52.8600,53.9800,50.1835,47000753,0.0000,1.0000
25.7207,25.8242,25.8248,93.6570,54.2899,25.7908,69.9279,41.0785,64.8379,-54.6727,46.8810,36.2582,2.5600,27.2000,27.6350,27.2000,27.6100,23.7734,50387700,0.0000,1.0000
68.9125,69.0217,68.9648,25.8370,52.4455,68.9800,25.6458,24.4124,74.7139,-21.9298,41.5832,29.0457,0.2600,28.3900,28.9200,28.3400,28.8400,18.9328,46105300,0.0000,1.0000
37.5048,37.5133,37.5890,28.1020,27.1378,37.4783,68.8926,107.9120,64.6148,-32.4561,37.6554,56.1406,-0.7200,25.2000,25.5900,25.1100,25.5100,21.1947,54929300,0.0000,1.0000
59.6918,59.6567,60.7829,54.8379,43.4582,59.9950,37.2685,71.6229,68.9520,-19.2612,42.1953,31.7681,0.5900,21.7700,21.9000,21.5800,21.8300,17.2686,42330000,0.0000,1.0000
51.7552,51.3017,52.4376,72.0633,64.9383,51.5825,59.4890,48.0278,84.0320,-5.3571,24.7035,31.7024,9.1200,25.9100,25.9500,25.6100,25.7300,19.1238,57644500,0.0000,1.0000
27.1260,27.1283,27.1810,25.9766,93.5648,27.1500,52.1105,66.2867,85.0808,-3.0864,32.3722,37.9989,6.1000,25.7500,26.0000,25.7300,25.9000,19.1936,50579200,0.0000,1.0000
27.7219,27.5500,27.9052,69.1154,25.9547,27.6058,26.9595,55.0066,58.2678,-3.1128,67.9951,37.9690,0.3000,29.7000,29.9700,29.4400,29.8100,22.5405,45774500,0.0000,1.0000
25.6001,25.8317,25.8000,37.7809,27.9527,26.0000,27.9737,26.5975,90.3078,-77.1429,50.7745,37.9451,1.8900,31.0600,31.1200,30.5100,30.7200,23.2286,56143900,0.0000,1.0000
21.1394,21.0533,21.2881,62.5290,55.2672,21.0758,25.3529,25.4255,44.3875,-7.7720,41.9680,32.3741,0.6900,29.0000,29.1200,28.7900,28.8000,22.2384,44256700,0.0000,1.0000
25.6544,25.4983,25.5852,53.7106,72.3517,25.4600,21.1560,70.2734,81.8117,-30.6818,61.6380,23.8784,1.5200,45.9400,46.1400,45.4800,45.9200,41.8400,39081143,0.0000,1.0000
25.6856,25.7683,25.7552,27.2320,25.9396,25.7725,25.5172,34.2323,58.3616,-29.8246,71.2603,29.0000,0.4200,47.8800,48.7800,47.7100,48.6200,44.3001,31191575,0.0000,1.0000
29.8202,29.8083,29.8229,28.3136,68.9136,29.8492,25.6621,25.5776,65.0982,-51.7647,29.4099,65.4005,0.2500,28.7500,29.2100,28.5100,28.5200,21.9411,74733600,0.0000,1.0000
30.8514,31.0183,31.0267,25.7436,37.8403,31.0767,29.7644,31.7866,45.0082,-77.6596,64.2347,57.7563,-0.1250,56.3800,56.5600,54.5000,55.4400,18.1384,68226700,0.0000,1.0000
28.4503,28.2033,28.5114,21.5884,62.7742,28.1750,30.7401,18.5628,65.7266,-31.3008,36.6777,36.9599,1.3000,78.2500,79.4400,77.5000,78.3700,25.6404,28351100,0.0000,1.0000
46.1549,46.1167,45.9967,25.6093,54.2179,46.0017,28.4103,34.0471,66.8713,-72.6277,47.0117,51.0262,1.3900,36.9500,37.8900,36.5600,37.8400,33.5643,93162300,0.0000,1.0000
47.9871,47.9983,47.8557,25.8065,27.2753,47.8525,46.4000,51.5447,42.4374,-24.2938,50.7367,60.6967,-1.4800,51.3800,51.7000,50.7500,51.0400,16.6988,35158800,0.0000,1.0000
29.4827,29.9083,29.4986,29.8099,28.4895,29.9600,48.3495,53.6492,44.8798,-98.0822,18.2755,25.4015,-0.1200,27.2900,27.4300,27.0000,27.1301,20.2231,104285500,0.0000,1.0000
59.6919,60.2817,59.3400,31.1186,25.6585,60.4217,30.1712,26.8868,35.9018,-89.6247,29.2012,50.4909,-1.8800,26.8800,27.0800,26.8100,26.9000,20.0516,88542500,0.0000,1.0000
78.0472,78.0200,77.7438,28.8024,21.7395,77.7542,62.7716,43.0093,20.4355,-36.2222,31.0725,37.1327,-4.5600,78.2500,79.5600,77.5000,78.1900,25.5815,26996400,0.0000,1.0000
36.6239,36.6933,36.6248,45.8898,25.7541,36.5017,80.1015,63.5638,45.1377,-2.3364,36.6227,34.2566,-1.6200,54.2100,55.0000,54.0000,54.6600,51.5215,28223947,0.0000,1.0000
49.6155,49.3417,49.9319,47.7609,25.7801,49.3433,36.0842,91.8160,57.9374,-19.6881,18.8740,63.5895,0.8600,47.4500,48.6000,47.1500,48.2100,15.7729,40116000,0.0000,1.0000
